text,area,total_no_tokens,SI,GI
HEB_008_clean_R1000.txt,Heb,3252,567,2146
HEB_009_clean_R1000.txt,Heb,1381,187,863
HEB_010_clean_R1000.txt,Heb,4259,576,2612
HEB_011_clean_R1000.txt,Heb,5156,761,3375
HEB_012_clean_R1000.txt,Heb,2073,296,1297
HEB_013_clean_R1000.txt,Heb,2018,309,1246
HEB_014_clean_R1000.txt,Heb,3005,473,1858
HEB_015_clean_R1000.txt,Heb,9168,1579,6469
HEB_016_clean_R1000.txt,Heb,3096,631,2279
HEB_017_clean_R1000.txt,Heb,4285,690,2963
HEB_018_clean_R1000.txt,Heb,14590,2532,9816
HEB_019_clean_R1000.txt,Heb,2249,322,1277
HEB_020_clean_R1000.txt,Heb,1368,204,900
HEB_021_clean_R1000.txt,Heb,5720,899,3730
HEB_022_clean_R1000.txt,Heb,3815,485,2230
HEB_023_clean_R1000.txt,Heb,2459,359,1555
HEB_024_clean_R1000.txt,Heb,4368,559,2685
HEB_025_clean_R1000.txt,Heb,7617,1249,5169
HEB_026_clean_R1000.txt,Heb,551,100,392
HEB_027_clean_R1000.txt,Heb,3348,455,2016
HEB_028_clean_R1000.txt,Heb,3499,511,2187
HEB_029_clean_R1000.txt,Heb,2002,245,1126
HEB_030_clean_R1000.txt,Heb,5449,879,3668
HEB_031_clean_R1000.txt,Heb,5693,842,3709
HEB_032_clean_R1000.txt,Heb,9204,1513,6069
HEB_033_clean_R1000.txt,Heb,4031,673,2783
HEB_034_clean_R1000.txt,Heb,4866,720,3062
HEB_035_clean_R1000.txt,Heb,3646,516,2281
HEB_036_clean_R1000.txt,Heb,3034,452,1873
HEB_037_clean_R1000.txt,Heb,4500,869,3233
HEB_038_clean_R1000.txt,Heb,2361,371,1432
HEB_039_clean_R1000.txt,Heb,1015,183,675
HEB_040_clean_R1000.txt,Heb,5152,809,3311
HEB_041_clean_R1000.txt,Heb,2337,364,1446
IND_s1a-001_R1000.txt,IND,1685,186,891
IND_s1a-002_R1000.txt,IND,1825,250,862
IND_s1a-003_R1000.txt,IND,2287,320,1387
IND_s1a-004_R1000.txt,IND,2392,324,1306
IND_s1a-005_R1000.txt,IND,2156,297,1251
IND_s1a-006_R1000.txt,IND,2151,328,1220
IND_s1a-007_R1000.txt,IND,1748,161,944
IND_s1a-008_R1000.txt,IND,2321,314,1277
IND_s1a-009_R1000.txt,IND,2289,251,1209
IND_s1a-010_R1000.txt,IND,2096,321,1383
IND_s1a-011_R1000.txt,IND,2489,364,1573
IND_s1a-012_R1000.txt,IND,2470,369,1413
IND_s1a-013_R1000.txt,IND,2204,306,1284
IND_s1a-014_R1000.txt,IND,2258,268,1307
IND_s1a-015_R1000.txt,IND,1914,247,1053
IND_s1a-016_R1000.txt,IND,2130,287,1200
IND_s1a-017_R1000.txt,IND,2172,322,1271
IND_s1a-018_R1000.txt,IND,2126,308,1211
IND_s1a-019_R1000.txt,IND,2250,319,1225
IND_s1a-020_R1000.txt,IND,2077,304,1151
IND_s1a-021_R1000.txt,IND,2238,325,1226
IND_s1a-022_R1000.txt,IND,2165,296,1217
IND_s1a-023_R1000.txt,IND,2391,352,1423
IND_s1a-024_R1000.txt,IND,2159,332,1245
IND_s1a-025_R1000.txt,IND,2214,254,1154
IND_s1a-026_R1000.txt,IND,2223,338,1287
IND_s1a-027_R1000.txt,IND,2039,293,1115
IND_s1a-028_R1000.txt,IND,2411,322,1325
IND_s1a-029_R1000.txt,IND,2083,253,1172
IND_s1a-030_R1000.txt,IND,2193,266,1271
IND_s1a-031_R1000.txt,IND,2110,303,1324
IND_s1a-032_R1000.txt,IND,1980,251,1006
IND_s1a-033_R1000.txt,IND,2263,329,1334
IND_s1a-034_R1000.txt,IND,1514,198,842
IND_s1a-035_R1000.txt,IND,2232,333,1210
IND_s1a-036_R1000.txt,IND,1989,258,1058
IND_s1a-037_R1000.txt,IND,1986,280,1166
IND_s1a-038_R1000.txt,IND,2480,361,1507
IND_s1a-039_R1000.txt,IND,2241,318,1289
IND_s1a-040_R1000.txt,IND,2590,412,1573
IND_s1a-041_R1000.txt,IND,2164,303,1144
IND_s1a-042_R1000.txt,IND,2013,240,1101
IND_s1a-043_R1000.txt,IND,1829,232,986
IND_s1a-044_R1000.txt,IND,2124,267,1195
IND_s1a-045_R1000.txt,IND,2180,307,1299
IND_s1a-046_R1000.txt,IND,2168,293,1173
IND_s1a-047_R1000.txt,IND,2413,329,1383
IND_s1a-048_R1000.txt,IND,2138,336,1265
IND_s1a-049_R1000.txt,IND,2246,292,1331
IND_s1a-050_R1000.txt,IND,2018,294,1189
IND_s1a-051_R1000.txt,IND,2218,257,1144
IND_s1a-052_R1000.txt,IND,2255,330,1396
IND_s1a-053_R1000.txt,IND,2277,303,1252
IND_s1a-054_R1000.txt,IND,2344,337,1338
IND_s1a-055_R1000.txt,IND,2482,308,1417
IND_s1a-056_R1000.txt,IND,2184,312,1327
IND_s1a-057_R1000.txt,IND,2000,238,1133
IND_s1a-058_R1000.txt,IND,2031,280,1155
IND_s1a-059_R1000.txt,IND,1335,187,793
IND_s1a-060_R1000.txt,IND,2232,333,1244
IND_s1a-061_R1000.txt,IND,2198,289,1154
IND_s1a-062_R1000.txt,IND,2441,301,1410
IND_s1a-063_R1000.txt,IND,2170,337,1174
IND_s1a-064_R1000.txt,IND,2486,354,1481
IND_s1a-065_R1000.txt,IND,2411,284,1253
IND_s1a-066_R1000.txt,IND,2390,316,1416
IND_s1a-067_R1000.txt,IND,2222,249,1063
IND_s1a-068_R1000.txt,IND,2314,282,1309
IND_s1a-069_R1000.txt,IND,2499,370,1512
IND_s1a-070_R1000.txt,IND,2160,324,1275
IND_s1a-071_R1000.txt,IND,2267,284,1279
IND_s1a-072_R1000.txt,IND,2490,310,1393
IND_s1a-073_R1000.txt,IND,2155,235,1174
IND_s1a-074_R1000.txt,IND,2363,305,1344
IND_s1a-075_R1000.txt,IND,2183,290,1243
IND_s1a-076_R1000.txt,IND,2236,301,1165
IND_s1a-077_R1000.txt,IND,2359,327,1319
IND_s1a-078_R1000.txt,IND,2254,370,1410
IND_s1a-079_R1000.txt,IND,2252,317,1400
IND_s1a-080_R1000.txt,IND,2150,287,1274
IND_s1a-081_R1000.txt,IND,2311,305,1324
IND_s1a-082_R1000.txt,IND,2749,409,1605
IND_s1a-083_R1000.txt,IND,2323,334,1410
IND_s1a-084_R1000.txt,IND,2029,277,1139
IND_s1a-085_R1000.txt,IND,2297,317,1431
IND_s1a-086_R1000.txt,IND,2216,314,1154
IND_s1a-087_R1000.txt,IND,2349,312,1397
IND_s1a-088_R1000.txt,IND,2474,397,1500
IND_s1a-089_R1000.txt,IND,1867,244,1009
IND_s1a-090_R1000.txt,IND,2390,328,1422
IND_s1a-091_R1000.txt,IND,2360,315,1264
IND_s1a-092_R1000.txt,IND,2357,332,1269
IND_s1a-093_R1000.txt,IND,2098,297,1201
IND_s1a-094_R1000.txt,IND,2945,369,1523
IND_s1a-095_R1000.txt,IND,2203,247,1170
IND_s1a-096_R1000.txt,IND,2825,362,1519
IND_s1a-097_R1000.txt,IND,2486,336,1301
IND_s1a-098_R1000.txt,IND,2381,350,1423
IND_s1a-099_R1000.txt,IND,2404,329,1258
IND_s1a-100_R1000.txt,IND,1981,224,1007
IRE_s1a-001_R1000.txt,IRE,2128,321,1357
IRE_s1a-002_R1000.txt,IRE,2374,401,1467
IRE_s1a-003_R1000.txt,IRE,2400,394,1501
IRE_s1a-004_R1000.txt,IRE,2256,370,1423
IRE_s1a-005_R1000.txt,IRE,2097,345,1343
IRE_s1a-006_R1000.txt,IRE,2525,387,1552
IRE_s1a-007_R1000.txt,IRE,2355,392,1400
IRE_s1a-008_R1000.txt,IRE,1986,323,1176
IRE_s1a-009_R1000.txt,IRE,1661,291,1039
IRE_s1a-010_R1000.txt,IRE,1685,276,970
IRE_s1a-011_R1000.txt,IRE,2018,330,1230
IRE_s1a-012_R1000.txt,IRE,2116,316,1289
IRE_s1a-013_R1000.txt,IRE,1959,291,1186
IRE_s1a-014_R1000.txt,IRE,2288,326,1392
IRE_s1a-015_R1000.txt,IRE,2296,397,1470
IRE_s1a-016_R1000.txt,IRE,2131,375,1268
IRE_s1a-017_R1000.txt,IRE,1997,345,1275
IRE_s1a-018_R1000.txt,IRE,2394,352,1546
IRE_s1a-019_R1000.txt,IRE,2053,312,1215
IRE_s1a-020_R1000.txt,IRE,2255,369,1463
IRE_s1a-021_R1000.txt,IRE,1721,281,1074
IRE_s1a-022_R1000.txt,IRE,1977,340,1194
IRE_s1a-023_R1000.txt,IRE,1953,339,1160
IRE_s1a-024_R1000.txt,IRE,2021,340,1226
IRE_s1a-025_R1000.txt,IRE,1926,350,1187
IRE_s1a-026_R1000.txt,IRE,2047,299,1267
IRE_s1a-027_R1000.txt,IRE,1997,297,1211
IRE_s1a-028_R1000.txt,IRE,1959,309,1229
IRE_s1a-029_R1000.txt,IRE,2131,390,1389
IRE_s1a-030_R1000.txt,IRE,1911,307,1125
IRE_s1a-031_R1000.txt,IRE,2196,367,1393
IRE_s1a-032_R1000.txt,IRE,1965,291,1204
IRE_s1a-033_R1000.txt,IRE,2328,335,1327
IRE_s1a-034_R1000.txt,IRE,1936,310,1114
IRE_s1a-035_R1000.txt,IRE,2157,323,1379
IRE_s1a-036_R1000.txt,IRE,1950,298,1211
IRE_s1a-037_R1000.txt,IRE,2355,393,1502
IRE_s1a-038_R1000.txt,IRE,2002,257,1186
IRE_s1a-039_R1000.txt,IRE,2291,328,1437
IRE_s1a-040_R1000.txt,IRE,1117,224,720
IRE_s1a-041_R1000.txt,IRE,2208,343,1365
IRE_s1a-042_R1000.txt,IRE,1751,300,1053
IRE_s1a-043_R1000.txt,IRE,2065,360,1231
IRE_s1a-044_R1000.txt,IRE,1960,341,1249
IRE_s1a-045_R1000.txt,IRE,2090,323,1282
IRE_s1a-046_R1000.txt,IRE,1692,276,967
IRE_s1a-047_R1000.txt,IRE,1831,241,1031
IRE_s1a-048_R1000.txt,IRE,1861,284,1139
IRE_s1a-049_R1000.txt,IRE,2526,402,1561
IRE_s1a-050_R1000.txt,IRE,2172,332,1318
IRE_s1a-051_R1000.txt,IRE,2155,335,1259
IRE_s1a-052_R1000.txt,IRE,1929,299,1087
IRE_s1a-053_R1000.txt,IRE,2108,361,1334
IRE_s1a-054_R1000.txt,IRE,1962,352,1263
IRE_s1a-055_R1000.txt,IRE,2575,375,1571
IRE_s1a-056_R1000.txt,IRE,2015,320,1234
IRE_s1a-057_R1000.txt,IRE,1974,278,1238
IRE_s1a-058_R1000.txt,IRE,2073,346,1317
IRE_s1a-059_R1000.txt,IRE,2010,272,1202
IRE_s1a-060_R1000.txt,IRE,1674,260,1004
IRE_s1a-061_R1000.txt,IRE,2216,290,1310
IRE_s1a-062_R1000.txt,IRE,1944,334,1139
IRE_s1a-063_R1000.txt,IRE,2069,338,1337
IRE_s1a-064_R1000.txt,IRE,1426,251,942
IRE_s1a-065_R1000.txt,IRE,2335,350,1343
IRE_s1a-066_R1000.txt,IRE,2114,350,1318
IRE_s1a-067_R1000.txt,IRE,2117,361,1294
IRE_s1a-068_R1000.txt,IRE,2022,370,1272
IRE_s1a-069_R1000.txt,IRE,2117,348,1274
IRE_s1a-070_R1000.txt,IRE,2105,366,1352
IRE_s1a-071_R1000.txt,IRE,2129,321,1230
IRE_s1a-072_R1000.txt,IRE,2254,360,1362
IRE_s1a-073_R1000.txt,IRE,2529,376,1633
IRE_s1a-074_R1000.txt,IRE,2521,399,1604
IRE_s1a-075_R1000.txt,IRE,2496,407,1484
IRE_s1a-076_R1000.txt,IRE,2315,316,1393
IRE_s1a-077_R1000.txt,IRE,2278,386,1404
IRE_s1a-078_R1000.txt,IRE,2084,358,1249
IRE_s1a-079_R1000.txt,IRE,2412,399,1550
IRE_s1a-080_R1000.txt,IRE,1970,320,1158
IRE_s1a-081_R1000.txt,IRE,2080,325,1245
IRE_s1a-082_R1000.txt,IRE,2180,373,1328
IRE_s1a-083_R1000.txt,IRE,2136,358,1311
IRE_s1a-084_R1000.txt,IRE,2134,318,1288
IRE_s1a-085_R1000.txt,IRE,2184,286,1264
IRE_s1a-086_R1000.txt,IRE,2497,430,1560
IRE_s1a-087_R1000.txt,IRE,2076,336,1249
IRE_s1a-088_R1000.txt,IRE,2198,353,1347
IRE_s1a-089_R1000.txt,IRE,2190,367,1261
IRE_s1a-090_R1000.txt,IRE,2000,298,1155
IRE_s1a-091_R1000.txt,IRE,2222,298,1270
IRE_s1a-092_R1000.txt,IRE,1943,273,1091
IRE_s1a-093_R1000.txt,IRE,2090,299,1292
IRE_s1a-094_R1000.txt,IRE,1988,341,1150
IRE_s1a-095_R1000.txt,IRE,2040,337,1270
IRE_s1a-096_R1000.txt,IRE,1943,310,1215
IRE_s1a-097_R1000.txt,IRE,2180,290,1265
IRE_s1a-098_R1000.txt,IRE,2039,273,1189
IRE_s1a-099_R1000.txt,IRE,1990,282,1267
IRE_s1a-100_R1000.txt,IRE,2070,300,1231
JA_s1a-001_R1000.txt,JA,2109,270,1304
JA_s1a-002_R1000.txt,JA,2195,299,1316
JA_s1a-003_R1000.txt,JA,2331,381,1461
JA_s1a-004_R1000.txt,JA,2199,285,1242
JA_s1a-005_R1000.txt,JA,2157,276,1267
JA_s1a-006_R1000.txt,JA,2511,324,1410
JA_s1a-007_R1000.txt,JA,2589,336,1569
JA_s1a-008_R1000.txt,JA,2918,348,1652
JA_s1a-009_R1000.txt,JA,2252,382,1461
JA_s1a-010_R1000.txt,JA,2140,358,1326
JA_s1a-011_R1000.txt,JA,2207,326,1393
JA_s1a-012_R1000.txt,JA,2215,307,1381
JA_s1a-013_R1000.txt,JA,2161,293,1362
JA_s1a-014_R1000.txt,JA,2551,393,1532
JA_s1a-015_R1000.txt,JA,2176,243,1281
JA_s1a-016_R1000.txt,JA,2132,253,1320
JA_s1a-017_R1000.txt,JA,2232,271,1247
JA_s1a-018_R1000.txt,JA,2101,350,1297
JA_s1a-019_R1000.txt,JA,2135,345,1318
JA_s1a-020_R1000.txt,JA,2209,309,1334
JA_s1a-021_R1000.txt,JA,2234,271,1423
JA_s1a-022_R1000.txt,JA,2178,289,1400
JA_s1a-023_R1000.txt,JA,2107,319,1311
JA_s1a-024_R1000.txt,JA,2031,268,1220
JA_s1a-025_R1000.txt,JA,2408,301,1352
JA_s1a-026_R1000.txt,JA,2166,242,1190
JA_s1a-027_R1000.txt,JA,2171,282,1245
JA_s1a-028_R1000.txt,JA,2390,233,1328
JA_s1a-029_R1000.txt,JA,2259,282,1303
JA_s1a-030_R1000.txt,JA,2183,309,1257
JA_s1a-031_R1000.txt,JA,2151,326,1325
JA_s1a-032_R1000.txt,JA,2194,296,1385
JA_s1a-033_R1000.txt,JA,2298,258,1445
JA_s1a-034_R1000.txt,JA,2214,295,1310
JA_s1a-035_R1000.txt,JA,2133,286,1276
JA_s1a-036_R1000.txt,JA,2199,272,1273
JA_s1a-037_R1000.txt,JA,2183,241,1225
JA_s1a-038_R1000.txt,JA,2090,270,1401
JA_s1a-039_R1000.txt,JA,2225,300,1410
JA_s1a-040_R1000.txt,JA,2161,268,1391
JA_s1a-041_R1000.txt,JA,2189,305,1242
JA_s1a-042_R1000.txt,JA,2166,351,1327
JA_s1a-043_R1000.txt,JA,2159,272,1310
JA_s1a-044_R1000.txt,JA,2095,284,1234
JA_s1a-045_R1000.txt,JA,2238,248,1280
JA_s1a-046_R1000.txt,JA,2171,305,1278
JA_s1a-047_R1000.txt,JA,2188,280,1382
JA_s1a-048_R1000.txt,JA,2160,281,1417
JA_s1a-049_R1000.txt,JA,2148,270,1325
JA_s1a-050_R1000.txt,JA,2245,216,1177
JA_s1a-051_R1000.txt,JA,2277,287,1283
JA_s1a-052_R1000.txt,JA,2458,346,1443
JA_s1a-053_R1000.txt,JA,2260,324,1357
JA_s1a-054_R1000.txt,JA,2269,272,1349
JA_s1a-055_R1000.txt,JA,2171,259,1237
JA_s1a-056_R1000.txt,JA,2179,274,1196
JA_s1a-057_R1000.txt,JA,2291,340,1457
JA_s1a-058_R1000.txt,JA,2115,297,1368
JA_s1a-059_R1000.txt,JA,2243,322,1479
JA_s1a-060_R1000.txt,JA,2181,337,1458
JA_s1a-061_R1000.txt,JA,2290,227,1248
JA_s1a-062_R1000.txt,JA,2344,374,1422
JA_s1a-063_R1000.txt,JA,2185,245,1256
JA_s1a-064_R1000.txt,JA,2138,339,1312
JA_s1a-065_R1000.txt,JA,2099,321,1334
JA_s1a-066_R1000.txt,JA,2202,238,1357
JA_s1a-067_R1000.txt,JA,2239,300,1265
JA_s1a-068_R1000.txt,JA,2083,297,1285
JA_s1a-069_R1000.txt,JA,2153,291,1225
JA_s1a-070_R1000.txt,JA,2223,294,1429
JA_s1a-071_R1000.txt,JA,2183,327,1362
JA_s1a-072_R1000.txt,JA,2160,284,1210
JA_s1a-073_R1000.txt,JA,2181,255,1171
JA_s1a-074_R1000.txt,JA,2233,263,1231
JA_s1a-075_R1000.txt,JA,2419,279,1349
JA_s1a-076_R1000.txt,JA,2148,271,1213
JA_s1a-077_R1000.txt,JA,2113,248,1207
JA_s1a-078_R1000.txt,JA,2269,294,1325
JA_s1a-079_R1000.txt,JA,2588,331,1585
JA_s1a-080_R1000.txt,JA,2162,278,1241
JA_s1a-081_R1000.txt,JA,2136,278,1338
JA_s1a-082_R1000.txt,JA,2168,325,1491
JA_s1a-083_R1000.txt,JA,2326,293,1398
JA_s1a-084_R1000.txt,JA,2135,265,1280
JA_s1a-085_R1000.txt,JA,2149,299,1346
JA_s1a-086_R1000.txt,JA,2117,266,1342
JA_s1a-087_R1000.txt,JA,2138,350,1369
JA_s1a-088_R1000.txt,JA,2183,294,1357
JA_s1a-089_R1000.txt,JA,2185,240,1293
JA_s1a-090_R1000.txt,JA,2348,235,1397
JA_s1a-091_R1000.txt,JA,2105,303,1376
JA_s1a-092_R1000.txt,JA,2159,251,1315
JA_s1a-093_R1000.txt,JA,2212,312,1368
JA_s1a-094_R1000.txt,JA,2199,267,1347
JA_s1a-095_R1000.txt,JA,2116,260,1320
JA_s1a-096_R1000.txt,JA,2111,266,1342
JA_s1a-097_R1000.txt,JA,2228,323,1429
JA_s1a-098_R1000.txt,JA,2109,325,1369
JA_s1a-099_R1000.txt,JA,2127,245,1345
JA_s1a-100_R1000.txt,JA,2163,293,1255
EA_s1a-001_R1000.txt,KE,2210,395,1433
EA_s1a-002_R1000.txt,KE,2125,376,1431
EA_s1a-003_R1000.txt,KE,2128,339,1409
EA_s1a-004_R1000.txt,KE,2172,396,1450
EA_s1a-005_R1000.txt,KE,2150,395,1407
EA_s1a-006_R1000.txt,KE,2160,358,1384
EA_s1a-007_R1000.txt,KE,2237,338,1486
EA_s1a-008_R1000.txt,KE,2191,354,1431
EA_s1a-009_R1000.txt,KE,2213,307,1436
EA_s1a-010_R1000.txt,KE,1820,307,1120
EA_s1a-011_R1000.txt,KE,1658,306,1035
EA_s1a-012_R1000.txt,KE,1808,354,1188
EA_s1a-013_R1000.txt,KE,2241,317,1367
EA_s1a-014_R1000.txt,KE,2264,339,1515
EA_s1a-015_R1000.txt,KE,2136,293,1297
EA_s1a-016_R1000.txt,KE,2092,286,1308
EA_s1a-017_R1000.txt,KE,2215,330,1414
EA_s1a-021_R1000.txt,KE,2126,335,1415
EA_s1a-022_R1000.txt,KE,2074,344,1438
EA_s1a-023_R1000.txt,KE,2165,378,1463
EA_s1a-024_R1000.txt,KE,2053,390,1422
EA_s1a-025_R1000.txt,KE,2106,381,1426
EA_s1a-026_R1000.txt,KE,2126,406,1557
EA_s1a-027_R1000.txt,KE,2085,341,1284
EA_s1a-028_R1000.txt,KE,2168,397,1441
EA_s1a-029_R1000.txt,KE,2124,339,1447
EA_s1a-030_R1000.txt,KE,2159,337,1475
IOM_001_clean_R1000.txt,Man,7548,1143,4837
IOM_002_clean_R1000.txt,Man,5830,900,3620
LEI_001_clean_R1000.txt,Mid,2551,365,1546
LEI_002_R1000.txt,Mid,6123,910,3485
NTT_001_clean_R1000.txt,Mid,6775,1093,4327
NTT_002_clean_R1000.txt,Mid,12177,2037,7792
NTT_003_clean_R1000.txt,Mid,10695,1727,7085
NTT_004_clean_R1000.txt,Mid,6031,998,3987
NTT_005_clean_R1000.txt,Mid,14238,2219,9233
NTT_006_clean_R1000.txt,Mid,15308,1788,9653
NTT_007_clean_R1000.txt,Mid,9086,1428,5943
NTT_008_clean_R1000.txt,Mid,7747,1226,5107
NTT_009_clean_R1000.txt,Mid,13277,2034,8610
NTT_010_R1000.txt,Mid,11917,1661,7447
NTT_011_clean_R1000.txt,Mid,11638,1740,7045
NTT_012_clean_R1000.txt,Mid,11498,1875,7503
NTT_013_clean_R1000.txt,Mid,14465,2559,9261
NTT_014_clean_R1000.txt,Mid,16713,3127,11514
NTT_015_clean_R1000.txt,Mid,16261,2149,9542
NTT_016_clean_R1000.txt,Mid,15750,2141,10385
SAL_001_R1000.txt,Mid,983,138,571
SAL_002_R1000.txt,Mid,6880,1331,4716
SAL_003_R1000.txt,Mid,1813,288,1152
SAL_004_R1000.txt,Mid,5969,852,3730
SAL_005_R1000.txt,Mid,3021,464,1891
SAL_006_R1000.txt,Mid,6513,1140,4180
SAL_007_R1000.txt,Mid,3679,608,2339
SAL_008_R1000.txt,Mid,5923,975,3744
SAL_009_R1000.txt,Mid,4256,585,2629
SAL_010_R1000.txt,Mid,1983,328,1223
SAL_011_R1000.txt,Mid,8811,1205,5440
SAL_012_R1000.txt,Mid,2121,336,1273
SAL_013_R1000.txt,Mid,6327,1162,4250
SAL_014_R1000.txt,Mid,7975,1240,5040
SAL_015_R1000.txt,Mid,3034,389,1793
SAL_016_R1000.txt,Mid,3507,574,2306
SAL_017_R1000.txt,Mid,5971,828,3866
SAL_018_R1000.txt,Mid,5944,847,3849
SAL_019_R1000.txt,Mid,6085,867,3929
SAL_020_R1000.txt,Mid,8854,1443,5534
SAL_021_R1000.txt,Mid,5005,843,3284
SAL_022_R1000.txt,Mid,1477,195,912
SAL_023_R1000.txt,Mid,16403,2885,10679
SAL_024_R1000.txt,Mid,7708,1237,4801
SAL_025_R1000.txt,Mid,5647,932,3774
SAL_026_R1000.txt,Mid,7388,1161,4692
SAL_027_R1000.txt,Mid,4885,767,3082
SAL_028_R1000.txt,Mid,2097,309,1310
SAL_029_R1000.txt,Mid,6395,1107,4209
SAL_030_R1000.txt,Mid,4447,709,2745
SAL_031_R1000.txt,Mid,6750,1212,4343
SAL_032_R1000.txt,Mid,5524,912,3534
SAL_033_R1000.txt,Mid,5823,1049,3732
SAL_034_R1000.txt,Mid,4079,744,2639
SAL_035_R1000.txt,Mid,2180,335,1373
SAL_036_R1000.txt,Mid,7587,1330,4874
SAL_037_R1000.txt,Mid,4112,579,2554
SAL_038_R1000.txt,Mid,6869,904,3999
SAL_039_R1000.txt,Mid,7168,1193,4617
WAR_001_R1000.txt,Mid,8638,1309,5533
DUR_001_clean_R1000.txt,N,10272,1489,6569
DUR_002_clean_R1000.txt,N,11369,1679,6849
DUR_003_clean_R1000.txt,N,12806,2212,8364
LAN_001_clean_R1000.txt,N,12591,1932,7801
LAN_002_clean_R1000.txt,N,11420,1533,7104
LAN_003_clean_R1000.txt,N,10556,1675,6628
LAN_004_clean_R1000.txt,N,12843,1858,7837
LAN_005_clean_R1000.txt,N,12662,1709,7742
LAN_006_clean_R1000.txt,N,11995,1624,7347
LAN_007_clean_R1000.txt,N,10261,1545,6426
LAN_008_clean_R1000.txt,N,11958,1689,7469
LAN_009_clean_R1000.txt,N,12266,2184,8185
LAN_010_clean_R1000.txt,N,10885,1682,6650
LAN_011_clean_R1000.txt,N,18054,3031,11636
LAN_012_clean_R1000.txt,N,31065,4717,19487
LAN_013_R1000.txt,N,1070,160,623
LAN_014_R1000.txt,N,291,32,143
LAN_015_R1000.txt,N,7856,1409,4996
LAN_016_R1000.txt,N,4946,775,3118
LAN_017_R1000.txt,N,3509,596,2143
LAN_018_R1000.txt,N,1194,181,721
LAN_019_R1000.txt,N,6812,1115,4336
LAN_020_R1000.txt,N,16447,2645,10703
LAN_021_R1000.txt,N,659,79,377
LAN_022_R1000.txt,N,5563,861,3390
LAN_023_R1000.txt,N,6701,1128,4098
NBL_001_R1000.txt,N,823,81,449
NBL_003_clean_R1000.txt,N,12091,2013,7686
NBL_006_clean_R1000.txt,N,10253,1606,6451
NBL_007_clean_R1000.txt,N,11793,1904,7105
NBL_008_clean_R1000.txt,N,5528,920,3467
WES_001_R1000.txt,N,12858,2297,8489
WES_002_R1000.txt,N,7176,1167,4582
WES_003_clean_R1000.txt,N,5522,872,3481
WES_004_R1000.txt,N,9368,1402,5784
WES_005_R1000.txt,N,13663,2233,9001
WES_006_clean_R1000.txt,N,4116,765,2667
WES_007_R1000.txt,N,6312,1065,4082
WES_008_clean_R1000.txt,N,12629,1964,7957
WES_009_R1000.txt,N,6438,1093,4119
WES_010_R1000.txt,N,8886,1550,5844
WES_011_clean_R1000.txt,N,5367,886,3236
WES_012_R1000.txt,N,7531,1273,4791
WES_013_R1000.txt,N,4667,796,2925
WES_014_R1000.txt,N,6460,1055,4012
WES_015_R1000.txt,N,7128,1202,4588
WES_016_R1000.txt,N,18208,3109,11218
WES_017_R1000.txt,N,25881,4259,16917
WES_018_R1000.txt,N,6906,1212,4455
WES_019_R1000.txt,N,18200,2911,11580
YKS_001_clean_R1000.txt,N,10997,1858,7167
YKS_002_R1000.txt,N,12008,1934,7627
YKS_003_R1000.txt,N,13050,2248,8065
YKS_004_clean_R1000.txt,N,2664,414,1670
YKS_005_R1000.txt,N,4817,811,3029
YKS_006_clean_R1000.txt,N,9280,1386,6035
YKS_007_R1000.txt,N,12091,1899,8022
YKS_008_clean_R1000.txt,N,10693,2001,7268
YKS_009_clean_R1000.txt,N,5727,978,3788
YKS_010_clean_R1000.txt,N,10399,1806,6881
YKS_011_clean_R1000.txt,N,9682,1682,6328
NG_s1a-001_R1000.txt,NG,4296,600,2699
NG_s1a-002_R1000.txt,NG,4693,664,2770
NG_s1a-003_R1000.txt,NG,2162,272,1272
NG_s1a-004_R1000.txt,NG,4957,158,1797
NG_s1a-005_R1000.txt,NG,4241,502,2701
NG_s1a-006_R1000.txt,NG,6764,1012,4202
NG_s1a-007_R1000.txt,NG,2258,316,1444
NG_s1a-008_R1000.txt,NG,1218,180,721
NG_s1a-009_R1000.txt,NG,6153,942,3834
NG_s1a-010_R1000.txt,NG,2850,385,1818
NG_s1a-011_R1000.txt,NG,5873,846,3451
NG_s1a-012_R1000.txt,NG,2690,254,1423
NG_s1a-013_R1000.txt,NG,2285,355,1455
NG_s1a-014_R1000.txt,NG,4078,410,2348
NG_s1a-015_R1000.txt,NG,9308,1423,5821
NG_s1a-016_R1000.txt,NG,2780,433,1804
NG_s1a-017_R1000.txt,NG,2859,416,1722
NG_s1a-018_R1000.txt,NG,291,41,176
NG_s1a-019_R1000.txt,NG,3321,343,1788
NG_s1a-020_R1000.txt,NG,281,28,161
NG_s1a-021_R1000.txt,NG,390,47,224
NG_s1a-022_R1000.txt,NG,439,64,261
NG_s1a-023_R1000.txt,NG,638,62,350
NG_s1a-024_R1000.txt,NG,295,47,182
NG_s1a-025_R1000.txt,NG,281,43,188
NG_s1a-026_R1000.txt,NG,304,47,171
NG_s1a-027_R1000.txt,NG,374,48,228
NG_s1a-028_R1000.txt,NG,4374,680,2839
NG_s1a-029_R1000.txt,NG,2309,336,1339
NG_s1a-030_R1000.txt,NG,3007,351,1794
NG_s1a-031_R1000.txt,NG,2527,283,1436
NG_s1a-032_R1000.txt,NG,2895,387,1703
NG_s1a-033_R1000.txt,NG,1286,165,699
NG_s1a-034_R1000.txt,NG,4916,589,2833
