text,area,total_no_tokens,SI,GI
NG_s1a-035_R1000.txt,NG,1945,266,1138
NG_s1a-036_R1000.txt,NG,2122,306,1312
NG_s1a-037_R1000.txt,NG,2784,427,1713
NG_s1a-038_R1000.txt,NG,5576,707,3292
NG_s1a-039_R1000.txt,NG,240,32,134
NG_s1a-040_R1000.txt,NG,2963,305,1660
NG_s1a-041_R1000.txt,NG,164,15,93
NG_s1a-042_R1000.txt,NG,353,50,224
NG_s1a-043_R1000.txt,NG,1527,181,909
NG_s1a-044_R1000.txt,NG,2115,335,1279
NG_s1a-045_R1000.txt,NG,6682,722,3717
NG_s1a-046_R1000.txt,NG,4964,712,2822
NG_s1a-047_R1000.txt,NG,1783,234,1112
NG_s1a-048_R1000.txt,NG,3266,536,1933
NG_s1a-049_R1000.txt,NG,2607,392,1520
NG_s1a-050_R1000.txt,NG,5234,525,3087
NG_s1a-051_R1000.txt,NG,3735,448,2229
NG_s1a-052_R1000.txt,NG,4434,595,2585
NG_s1a-053_R1000.txt,NG,4337,651,2653
NG_s1a-054_R1000.txt,NG,2738,317,1465
NG_s1a-055_R1000.txt,NG,1390,168,876
NG_s1a-056_R1000.txt,NG,2761,309,1578
NG_s1a-057_R1000.txt,NG,2198,251,1123
NG_s1a-058_R1000.txt,NG,3381,368,1864
NG_s1a-059_R1000.txt,NG,2093,204,1195
NG_s1a-060_R1000.txt,NG,2951,381,1617
NG_s1a-061_R1000.txt,NG,3356,356,1715
NG_s1a-062_R1000.txt,NG,1399,160,837
NG_s1a-063_R1000.txt,NG,537,71,276
NG_s1a-064_R1000.txt,NG,2086,334,1225
NG_s1a-065_R1000.txt,NG,875,106,427
NG_s1a-066_R1000.txt,NG,4195,561,2530
NG_s1a-067_R1000.txt,NG,1524,156,876
NZ_s1a-001_R1000.txt,NZ,2220,369,1228
NZ_s1a-002_R1000.txt,NZ,2138,329,1224
NZ_s1a-003_R1000.txt,NZ,2411,406,1338
NZ_s1a-004_R1000.txt,NZ,2120,390,1324
NZ_s1a-005_R1000.txt,NZ,2342,374,1275
NZ_s1a-006_R1000.txt,NZ,2250,385,1355
NZ_s1a-007_R1000.txt,NZ,2233,383,1393
NZ_s1a-008_R1000.txt,NZ,2267,395,1332
NZ_s1a-009_R1000.txt,NZ,2362,380,1331
NZ_s1a-010_R1000.txt,NZ,2257,379,1259
NZ_s1a-011_R1000.txt,NZ,2231,346,1261
NZ_s1a-012_R1000.txt,NZ,2341,378,1343
NZ_s1a-013_R1000.txt,NZ,2562,409,1375
NZ_s1a-014_R1000.txt,NZ,2513,433,1514
NZ_s1a-015_R1000.txt,NZ,2281,317,1320
NZ_s1a-016_R1000.txt,NZ,2241,375,1305
NZ_s1a-017_R1000.txt,NZ,2870,418,1489
NZ_s1a-018_R1000.txt,NZ,2060,332,1120
NZ_s1a-019_R1000.txt,NZ,2197,321,1279
NZ_s1a-020_R1000.txt,NZ,2294,399,1402
NZ_s1a-021_R1000.txt,NZ,2276,349,1375
NZ_s1a-022_R1000.txt,NZ,2189,315,1160
NZ_s1a-023_R1000.txt,NZ,2395,386,1384
NZ_s1a-024_R1000.txt,NZ,2211,283,1199
NZ_s1a-025_R1000.txt,NZ,2261,401,1408
NZ_s1a-026_R1000.txt,NZ,3160,547,1845
NZ_s1a-027_R1000.txt,NZ,2586,396,1429
NZ_s1a-028_R1000.txt,NZ,2489,431,1403
NZ_s1a-029_R1000.txt,NZ,2213,347,1206
NZ_s1a-030_R1000.txt,NZ,2299,383,1463
NZ_s1a-031_R1000.txt,NZ,2560,341,1396
NZ_s1a-032_R1000.txt,NZ,2214,336,1257
NZ_s1a-033_R1000.txt,NZ,2652,426,1525
NZ_s1a-034_R1000.txt,NZ,2316,381,1268
NZ_s1a-035_R1000.txt,NZ,2395,352,1308
NZ_s1a-036_R1000.txt,NZ,3218,571,1947
NZ_s1a-037_R1000.txt,NZ,2124,408,1170
NZ_s1a-038_R1000.txt,NZ,3363,572,1843
NZ_s1a-039_R1000.txt,NZ,2146,365,1256
NZ_s1a-040_R1000.txt,NZ,2123,321,1195
NZ_s1a-041_R1000.txt,NZ,2198,349,1248
NZ_s1a-042_R1000.txt,NZ,2184,325,1243
NZ_s1a-043_R1000.txt,NZ,2210,334,1235
NZ_s1a-044_R1000.txt,NZ,2282,352,1260
NZ_s1a-045_R1000.txt,NZ,2134,346,1218
NZ_s1a-046_R1000.txt,NZ,3751,561,2128
NZ_s1a-047_R1000.txt,NZ,2405,405,1338
NZ_s1a-048_R1000.txt,NZ,2473,412,1399
NZ_s1a-049_R1000.txt,NZ,2536,347,1436
NZ_s1a-050_R1000.txt,NZ,2166,327,1259
NZ_s1a-051_R1000.txt,NZ,2225,362,1193
NZ_s1a-052_R1000.txt,NZ,2397,326,1299
NZ_s1a-053_R1000.txt,NZ,2452,426,1348
NZ_s1a-054_R1000.txt,NZ,2141,378,1220
NZ_s1a-055_R1000.txt,NZ,2106,285,1154
NZ_s1a-056_R1000.txt,NZ,2150,319,1170
NZ_s1a-057_R1000.txt,NZ,2205,435,1324
NZ_s1a-058_R1000.txt,NZ,2089,307,1088
NZ_s1a-059_R1000.txt,NZ,2225,344,1264
NZ_s1a-060_R1000.txt,NZ,2262,365,1189
NZ_s1a-061_R1000.txt,NZ,2224,352,1272
NZ_s1a-062_R1000.txt,NZ,2793,430,1585
NZ_s1a-063_R1000.txt,NZ,2249,341,1173
NZ_s1a-064_R1000.txt,NZ,2196,290,1141
NZ_s1a-065_R1000.txt,NZ,2070,308,1200
NZ_s1a-066_R1000.txt,NZ,2227,281,1205
NZ_s1a-067_R1000.txt,NZ,2325,373,1247
NZ_s1a-068_R1000.txt,NZ,2348,320,1320
NZ_s1a-069_R1000.txt,NZ,2555,410,1449
NZ_s1a-070_R1000.txt,NZ,2219,351,1253
NZ_s1a-071_R1000.txt,NZ,2829,450,1559
NZ_s1a-072_R1000.txt,NZ,2414,447,1358
NZ_s1a-073_R1000.txt,NZ,2293,395,1221
NZ_s1a-074_R1000.txt,NZ,2206,380,1281
NZ_s1a-075_R1000.txt,NZ,2826,452,1633
NZ_s1a-076_R1000.txt,NZ,2422,364,1244
NZ_s1a-077_R1000.txt,NZ,2136,258,1115
NZ_s1a-078_R1000.txt,NZ,2303,377,1288
NZ_s1a-079_R1000.txt,NZ,2337,416,1284
NZ_s1a-080_R1000.txt,NZ,3684,519,1918
NZ_s1a-081_R1000.txt,NZ,2268,373,1319
NZ_s1a-082_R1000.txt,NZ,2259,351,1263
NZ_s1a-083_R1000.txt,NZ,3538,592,2184
NZ_s1a-084_R1000.txt,NZ,3620,505,1996
NZ_s1a-085_R1000.txt,NZ,2202,302,1213
NZ_s1a-086_R1000.txt,NZ,3784,612,2343
NZ_s1a-087_R1000.txt,NZ,3091,495,1650
NZ_s1a-088_R1000.txt,NZ,2938,510,1674
NZ_s1a-089_R1000.txt,NZ,2721,499,1507
NZ_s1a-090_R1000.txt,NZ,3077,568,1798
NZ_s1a-091_R1000.txt,NZ,2129,299,1191
NZ_s1a-092_R1000.txt,NZ,2126,363,1146
NZ_s1a-093_R1000.txt,NZ,2124,345,1156
NZ_s1a-094_R1000.txt,NZ,2110,318,1137
NZ_s1a-095_R1000.txt,NZ,2341,333,1242
NZ_s1a-096_R1000.txt,NZ,2547,406,1458
NZ_s1a-097_R1000.txt,NZ,2414,320,1213
NZ_s1a-098_R1000.txt,NZ,2397,395,1366
NZ_s1a-099_R1000.txt,NZ,2400,328,1288
NZ_s1a-100_R1000.txt,NZ,2704,423,1540
PHI_s1a-001_R1000.txt,PHI,2419,365,1384
PHI_s1a-002_R1000.txt,PHI,2240,358,1263
PHI_s1a-003_R1000.txt,PHI,1938,284,1107
PHI_s1a-004_R1000.txt,PHI,3188,489,1798
PHI_s1a-005_R1000.txt,PHI,2089,291,1317
PHI_s1a-006_R1000.txt,PHI,3194,439,2040
PHI_s1a-007_R1000.txt,PHI,2178,404,1482
PHI_s1a-008_R1000.txt,PHI,2162,258,1247
PHI_s1a-009_R1000.txt,PHI,2236,288,1393
PHI_s1a-010_R1000.txt,PHI,2713,430,1781
PHI_s1a-011_R1000.txt,PHI,2174,307,1324
PHI_s1a-012_R1000.txt,PHI,2308,330,1431
PHI_s1a-013_R1000.txt,PHI,2248,317,1279
PHI_s1a-014_R1000.txt,PHI,2552,366,1439
PHI_s1a-015_R1000.txt,PHI,2226,410,1401
PHI_s1a-016_R1000.txt,PHI,2179,334,1300
PHI_s1a-017_R1000.txt,PHI,2305,372,1435
PHI_s1a-018_R1000.txt,PHI,2322,303,1422
PHI_s1a-019_R1000.txt,PHI,2125,351,1413
PHI_s1a-020_R1000.txt,PHI,2203,346,1356
PHI_s1a-021_R1000.txt,PHI,2106,277,1354
PHI_s1a-022_R1000.txt,PHI,2185,301,1374
PHI_s1a-023_R1000.txt,PHI,2311,341,1394
PHI_s1a-024_R1000.txt,PHI,2116,272,1310
PHI_s1a-025_R1000.txt,PHI,2423,361,1490
PHI_s1a-026_R1000.txt,PHI,2196,304,1329
PHI_s1a-027_R1000.txt,PHI,2236,243,1355
PHI_s1a-028_R1000.txt,PHI,2266,267,1191
PHI_s1a-029_R1000.txt,PHI,2182,278,1213
PHI_s1a-030_R1000.txt,PHI,2246,273,1212
PHI_s1a-031_R1000.txt,PHI,2210,316,1390
PHI_s1a-032_R1000.txt,PHI,2306,286,1302
PHI_s1a-033_R1000.txt,PHI,2237,346,1259
PHI_s1a-034_R1000.txt,PHI,2197,307,1226
PHI_s1a-035_R1000.txt,PHI,2119,272,1276
PHI_s1a-036_R1000.txt,PHI,2949,471,1734
PHI_s1a-037_R1000.txt,PHI,2216,310,1335
PHI_s1a-038_R1000.txt,PHI,2237,290,1305
PHI_s1a-039_R1000.txt,PHI,2256,259,1208
PHI_s1a-040_R1000.txt,PHI,2254,262,1335
PHI_s1a-041_R1000.txt,PHI,2247,346,1378
PHI_s1a-042_R1000.txt,PHI,2373,323,1337
PHI_s1a-043_R1000.txt,PHI,2187,247,1345
PHI_s1a-044_R1000.txt,PHI,2225,324,1300
PHI_s1a-045_R1000.txt,PHI,2172,296,1228
PHI_s1a-046_R1000.txt,PHI,2127,305,1229
PHI_s1a-047_R1000.txt,PHI,2253,343,1315
PHI_s1a-048_R1000.txt,PHI,1631,217,836
PHI_s1a-049_R1000.txt,PHI,2189,324,1281
PHI_s1a-050_R1000.txt,PHI,2189,312,1279
PHI_s1a-051_R1000.txt,PHI,1964,276,1165
PHI_s1a-052_R1000.txt,PHI,2039,264,1118
PHI_s1a-053_R1000.txt,PHI,2260,275,1260
PHI_s1a-054_R1000.txt,PHI,2133,319,1314
PHI_s1a-055_R1000.txt,PHI,1561,274,987
PHI_s1a-056_R1000.txt,PHI,2049,310,1178
PHI_s1a-057_R1000.txt,PHI,2164,312,1392
PHI_s1a-058_R1000.txt,PHI,2208,315,1385
PHI_s1a-059_R1000.txt,PHI,2231,282,1167
PHI_s1a-060_R1000.txt,PHI,2363,325,1492
PHI_s1a-061_R1000.txt,PHI,2167,338,1300
PHI_s1a-062_R1000.txt,PHI,2159,299,1329
PHI_s1a-063_R1000.txt,PHI,2153,273,1400
PHI_s1a-064_R1000.txt,PHI,2195,423,1389
PHI_s1a-065_R1000.txt,PHI,2172,242,1175
PHI_s1a-066_R1000.txt,PHI,2137,271,1271
PHI_s1a-067_R1000.txt,PHI,2121,352,1226
PHI_s1a-068_R1000.txt,PHI,2273,347,1424
PHI_s1a-069_R1000.txt,PHI,2242,261,1210
PHI_s1a-070_R1000.txt,PHI,2220,323,1255
PHI_s1a-071_R1000.txt,PHI,2235,337,1372
PHI_s1a-072_R1000.txt,PHI,2320,299,1240
PHI_s1a-073_R1000.txt,PHI,2194,306,1281
PHI_s1a-074_R1000.txt,PHI,2191,315,1169
PHI_s1a-075_R1000.txt,PHI,2440,261,1506
PHI_s1a-076_R1000.txt,PHI,2229,301,1369
PHI_s1a-077_R1000.txt,PHI,2224,278,1305
PHI_s1a-078_R1000.txt,PHI,2204,311,1283
PHI_s1a-079_R1000.txt,PHI,2168,345,1308
PHI_s1a-080_R1000.txt,PHI,2069,367,1289
PHI_s1a-081_R1000.txt,PHI,1883,243,1123
PHI_s1a-082_R1000.txt,PHI,2254,317,1396
PHI_s1a-083_R1000.txt,PHI,2312,338,1402
PHI_s1a-084_R1000.txt,PHI,2316,259,1258
PHI_s1a-085_R1000.txt,PHI,2370,389,1621
PHI_s1a-086_R1000.txt,PHI,2401,303,1364
PHI_s1a-087_R1000.txt,PHI,2469,363,1534
PHI_s1a-088_R1000.txt,PHI,2472,381,1403
PHI_s1a-089_R1000.txt,PHI,2183,273,1377
PHI_s1a-090_R1000.txt,PHI,2190,362,1316
PHI_s1a-091_R1000.txt,PHI,2196,277,1199
PHI_s1a-092_R1000.txt,PHI,2580,406,1599
PHI_s1a-093_R1000.txt,PHI,2526,369,1464
PHI_s1a-094_R1000.txt,PHI,2444,347,1226
PHI_s1a-095_R1000.txt,PHI,2496,409,1365
PHI_s1a-096_R1000.txt,PHI,2407,289,1337
PHI_s1a-097_R1000.txt,PHI,2623,362,1538
PHI_s1a-098_R1000.txt,PHI,2557,396,1435
PHI_s1a-099_R1000.txt,PHI,2241,265,1257
PHI_s1a-100_R1000.txt,PHI,2325,300,1296
SBC_001_R1000.txt,SBC,4528,636,2818
SBC_002_R1000.txt,SBC,2917,509,1841
SBC_003_R1000.txt,SBC,2935,392,1699
SBC_004_R1000.txt,SBC,2365,326,1446
SBC_005_R1000.txt,SBC,2174,355,1444
SBC_006_R1000.txt,SBC,4171,786,2682
SBC_007_R1000.txt,SBC,2732,430,1730
SBC_008_R1000.txt,SBC,3092,417,1908
SBC_009_R1000.txt,SBC,1987,212,1104
SBC_010_R1000.txt,SBC,2250,331,1477
SBC_011_R1000.txt,SBC,2145,309,1344
SBC_012_R1000.txt,SBC,3701,538,2215
SBC_013_R1000.txt,SBC,1955,320,1204
SBC_014_R1000.txt,SBC,4217,601,2604
SBC_015_R1000.txt,SBC,3182,442,1980
SBC_016_R1000.txt,SBC,1909,239,1100
SBC_017_R1000.txt,SBC,2944,433,1883
SBC_018_R1000.txt,SBC,1245,164,760
SBC_019_R1000.txt,SBC,1873,246,1104
SBC_020_R1000.txt,SBC,3554,502,2262
SBC_021_R1000.txt,SBC,3467,573,2275
SBC_022_R1000.txt,SBC,2011,256,1176
SBC_023_R1000.txt,SBC,1820,282,1162
SBC_024_R1000.txt,SBC,1871,289,1113
SBC_025_R1000.txt,SBC,3018,434,1953
SBC_026_R1000.txt,SBC,3584,596,2331
SBC_027_R1000.txt,SBC,2662,403,1629
SBC_028_R1000.txt,SBC,3246,478,1963
SBC_029_R1000.txt,SBC,3469,384,2043
SBC_030_R1000.txt,SBC,3525,667,2460
SBC_031_R1000.txt,SBC,2324,390,1441
SBC_032_R1000.txt,SBC,2924,455,1723
SBC_033_R1000.txt,SBC,716,123,446
SBC_034_R1000.txt,SBC,2204,339,1344
SBC_035_R1000.txt,SBC,1892,309,1223
SBC_036_R1000.txt,SBC,3380,500,2138
SBC_037_R1000.txt,SBC,2126,272,1274
SBC_038_R1000.txt,SBC,3403,557,1978
SBC_039_R1000.txt,SBC,3234,522,1967
SBC_040_R1000.txt,SBC,3877,686,2234
SBC_041_R1000.txt,SBC,2274,256,1290
SBC_042_R1000.txt,SBC,1793,275,1155
SBC_043_R1000.txt,SBC,4717,755,2963
SBC_044_R1000.txt,SBC,5751,977,3907
SBC_045_R1000.txt,SBC,3886,636,2421
SBC_046_R1000.txt,SBC,2564,349,1568
SBC_047_R1000.txt,SBC,3321,490,2086
SBC_048_R1000.txt,SBC,1399,174,783
SBC_049_R1000.txt,SBC,2134,319,1292
SBC_050_R1000.txt,SBC,1777,272,1067
SBC_051_R1000.txt,SBC,2790,427,1695
SBC_052_R1000.txt,SBC,4039,619,2477
SBC_053_R1000.txt,SBC,3004,453,1867
SBC_054_R1000.txt,SBC,2140,355,1392
SBC_055_R1000.txt,SBC,2717,462,1739
SBC_056_R1000.txt,SBC,4615,784,2922
SBC_057_R1000.txt,SBC,3326,409,1911
SBC_058_R1000.txt,SBC,2765,344,1587
SBC_059_R1000.txt,SBC,2921,416,1733
SBC_060_R1000.txt,SBC,3481,539,2064
KEN_001_clean_R1000.txt,SE,11705,1746,7414
KEN_002_clean_R1000.txt,SE,15150,2312,9678
KEN_003_clean_R1000.txt,SE,44004,5676,27734
KEN_004_clean_R1000.txt,SE,14526,2119,9419
KEN_005_clean_R1000.txt,SE,12238,1595,7519
KEN_006_clean_R1000.txt,SE,13025,1508,7752
KEN_007_clean_R1000.txt,SE,16195,2168,10119
KEN_008_R1000.txt,SE,19089,2672,11627
KEN_009_clean_R1000.txt,SE,13332,1820,8449
KEN_010_clean_R1000.txt,SE,14575,2007,9564
KEN_011_clean_R1000.txt,SE,15341,2172,10165
LND_001_R1000.txt,SE,19802,2868,12075
LND_002_clean_R1000.txt,SE,18661,2710,11900
LND_003_clean_R1000.txt,SE,16464,2527,10068
LND_004_clean_R1000.txt,SE,18894,2577,11114
LND_005_R1000.txt,SE,16524,2462,10147
LND_006_clean_R1000.txt,SE,15214,2566,9993
LND_007_clean_R1000.txt,SE,15888,2475,10213
MDX_001_clean_R1000.txt,SE,15134,2226,8862
MDX_002_clean_R1000.txt,SE,18590,2282,11221
SFK_001_R1000.txt,SE,5755,963,3731
SFK_002_R1000.txt,SE,8022,1203,4936
SFK_003_R1000.txt,SE,8510,1364,5491
SFK_004_R1000.txt,SE,12619,1742,7875
SFK_005_R1000.txt,SE,7636,1182,4839
SFK_006_R1000.txt,SE,15413,2438,9797
SFK_007_R1000.txt,SE,8781,1201,5605
SFK_008_R1000.txt,SE,2296,349,1456
SFK_009_R1000.txt,SE,8883,1488,5755
SFK_010_R1000.txt,SE,8098,1226,5159
SFK_011_R1000.txt,SE,10536,1713,7036
SFK_012_R1000.txt,SE,7675,1120,4961
SFK_013_R1000.txt,SE,9358,1334,5867
SFK_014_R1000.txt,SE,9203,1321,5673
SFK_015_R1000.txt,SE,8231,1286,5075
SFK_016_R1000.txt,SE,8662,1203,5176
SFK_017_R1000.txt,SE,8312,1432,5314
SFK_018_R1000.txt,SE,8093,1260,5216
SFK_019_R1000.txt,SE,4397,670,2793
SFK_020_R1000.txt,SE,7454,1069,4623
SFK_021_R1000.txt,SE,7168,1018,4384
SFK_022_R1000.txt,SE,6969,947,4180
SFK_023_R1000.txt,SE,6920,906,4137
SFK_024_R1000.txt,SE,7624,1111,4588
SFK_025_R1000.txt,SE,8239,1052,5002
SFK_026_R1000.txt,SE,7965,1245,4582
SFK_027_R1000.txt,SE,3892,668,2538
SFK_028_R1000.txt,SE,9464,1291,5801
SFK_029_R1000.txt,SE,8835,1233,5206
SFK_030_R1000.txt,SE,7375,999,4514
SFK_031_R1000.txt,SE,7727,1277,4867
SFK_032_R1000.txt,SE,10464,1566,6401
SFK_033_R1000.txt,SE,7699,1117,4695
SFK_034_R1000.txt,SE,9253,1315,5944
SFK_035_R1000.txt,SE,7433,1104,4508
SFK_036_R1000.txt,SE,10004,1637,6289
SFK_037_R1000.txt,SE,10079,1355,6124
SFK_038_R1000.txt,SE,8370,1248,5074
SFK_039_R1000.txt,SE,8261,1091,4931
SIN_s1a-001_R1000.txt,SIN,2114,238,1160
SIN_s1a-002_R1000.txt,SIN,2052,291,1168
SIN_s1a-003_R1000.txt,SIN,2854,453,1700
SIN_s1a-004_R1000.txt,SIN,2269,309,1331
SIN_s1a-005_R1000.txt,SIN,2057,241,1137
SIN_s1a-006_R1000.txt,SIN,2097,207,1024
SIN_s1a-007_R1000.txt,SIN,2067,160,970
SIN_s1a-008_R1000.txt,SIN,2165,319,1239
SIN_s1a-009_R1000.txt,SIN,2185,233,1246
SIN_s1a-010_R1000.txt,SIN,2177,202,1175
SIN_s1a-011_R1000.txt,SIN,2322,241,1227
SIN_s1a-012_R1000.txt,SIN,2303,298,1351
SIN_s1a-013_R1000.txt,SIN,2382,256,1250
SIN_s1a-014_R1000.txt,SIN,2424,278,1229
SIN_s1a-015_R1000.txt,SIN,2394,286,1391
SIN_s1a-016_R1000.txt,SIN,2090,227,1179
SIN_s1a-017_R1000.txt,SIN,2024,241,1012
SIN_s1a-018_R1000.txt,SIN,2141,239,1104
SIN_s1a-019_R1000.txt,SIN,2548,332,1405
SIN_s1a-020_R1000.txt,SIN,2345,266,1305
SIN_s1a-021_R1000.txt,SIN,2151,322,1268
SIN_s1a-022_R1000.txt,SIN,2145,267,1303
SIN_s1a-023_R1000.txt,SIN,2299,261,1173
SIN_s1a-024_R1000.txt,SIN,2247,286,1293
SIN_s1a-025_R1000.txt,SIN,2454,367,1374
SIN_s1a-026_R1000.txt,SIN,2063,246,1135
SIN_s1a-027_R1000.txt,SIN,2357,275,1467
SIN_s1a-028_R1000.txt,SIN,2070,219,1198
SIN_s1a-029_R1000.txt,SIN,2343,299,1379
SIN_s1a-030_R1000.txt,SIN,2506,386,1467
SIN_s1a-031_R1000.txt,SIN,2236,275,1323
SIN_s1a-032_R1000.txt,SIN,2174,192,1183
SIN_s1a-033_R1000.txt,SIN,2318,338,1367
SIN_s1a-034_R1000.txt,SIN,2590,413,1587
SIN_s1a-035_R1000.txt,SIN,2013,249,1022
SIN_s1a-036_R1000.txt,SIN,2476,369,1518
SIN_s1a-037_R1000.txt,SIN,2128,314,1269
SIN_s1a-038_R1000.txt,SIN,2100,191,1151
SIN_s1a-039_R1000.txt,SIN,2188,300,1207
SIN_s1a-040_R1000.txt,SIN,2286,321,1303
SIN_s1a-041_R1000.txt,SIN,2120,309,1290
SIN_s1a-042_R1000.txt,SIN,2331,303,1362
SIN_s1a-043_R1000.txt,SIN,2170,255,1165
SIN_s1a-044_R1000.txt,SIN,2196,276,1282
SIN_s1a-045_R1000.txt,SIN,2429,334,1414
SIN_s1a-046_R1000.txt,SIN,2124,258,1300
SIN_s1a-047_R1000.txt,SIN,2131,301,1317
SIN_s1a-048_R1000.txt,SIN,2222,235,1247
SIN_s1a-049_R1000.txt,SIN,2031,278,1102
SIN_s1a-050_R1000.txt,SIN,2059,220,1104
SIN_s1a-051_R1000.txt,SIN,2068,232,1124
SIN_s1a-052_R1000.txt,SIN,2043,227,1128
SIN_s1a-053_R1000.txt,SIN,2034,298,1186
SIN_s1a-054_R1000.txt,SIN,2068,186,1104
SIN_s1a-055_R1000.txt,SIN,2915,428,1842
SIN_s1a-056_R1000.txt,SIN,2064,260,1156
SIN_s1a-057_R1000.txt,SIN,2173,287,1181
SIN_s1a-058_R1000.txt,SIN,2121,315,1259
SIN_s1a-059_R1000.txt,SIN,2045,267,1216
SIN_s1a-060_R1000.txt,SIN,2134,231,1255
SIN_s1a-061_R1000.txt,SIN,2045,234,1210
SIN_s1a-062_R1000.txt,SIN,2286,338,1396
SIN_s1a-063_R1000.txt,SIN,2142,255,1229
SIN_s1a-064_R1000.txt,SIN,2228,226,1248
SIN_s1a-065_R1000.txt,SIN,2036,232,1154
SIN_s1a-066_R1000.txt,SIN,2171,339,1344
SIN_s1a-067_R1000.txt,SIN,2183,260,1310
SIN_s1a-068_R1000.txt,SIN,2085,317,1275
SIN_s1a-069_R1000.txt,SIN,2608,325,1516
SIN_s1a-070_R1000.txt,SIN,2442,329,1537
SIN_s1a-071_R1000.txt,SIN,2047,211,1179
SIN_s1a-072_R1000.txt,SIN,2810,423,1719
SIN_s1a-073_R1000.txt,SIN,2182,299,1320
SIN_s1a-074_R1000.txt,SIN,2086,260,1193
SIN_s1a-075_R1000.txt,SIN,2061,321,1321
SIN_s1a-076_R1000.txt,SIN,2153,256,1202
SIN_s1a-077_R1000.txt,SIN,2034,260,1133
SIN_s1a-078_R1000.txt,SIN,2059,322,1277
SIN_s1a-079_R1000.txt,SIN,3163,459,1886
SIN_s1a-080_R1000.txt,SIN,2793,412,1663
SIN_s1a-081_R1000.txt,SIN,2050,307,1195
SIN_s1a-082_R1000.txt,SIN,2032,264,1053
SIN_s1a-083_R1000.txt,SIN,2018,261,1036
SIN_s1a-084_R1000.txt,SIN,2391,207,1204
SIN_s1a-085_R1000.txt,SIN,2084,189,946
SIN_s1a-086_R1000.txt,SIN,2597,327,1482
SIN_s1a-087_R1000.txt,SIN,1965,296,1074
SIN_s1a-088_R1000.txt,SIN,2179,253,1178
SIN_s1a-089_R1000.txt,SIN,2086,276,1232
SIN_s1a-090_R1000.txt,SIN,3033,419,1763
SIN_s1a-091_R1000.txt,SIN,2231,190,1039
SIN_s1a-092_R1000.txt,SIN,2130,261,1147
SIN_s1a-093_R1000.txt,SIN,2677,416,1567
SIN_s1a-094_R1000.txt,SIN,2363,264,1328
SIN_s1a-095_R1000.txt,SIN,2169,256,1209
SIN_s1a-096_R1000.txt,SIN,2803,277,1460
SIN_s1a-097_R1000.txt,SIN,2427,266,1376
SIN_s1a-098_R1000.txt,SIN,2721,361,1551
SIN_s1a-099_R1000.txt,SIN,2114,279,1200
SIN_s1a-100_R1000.txt,SIN,2033,282,1181
SL_s1a-001_R1000.txt,SL,2393,331,1423
SL_s1a-002_R1000.txt,SL,2876,398,1797
SL_s1a-003_R1000.txt,SL,2373,389,1402
SL_s1a-004_R1000.txt,SL,3076,480,1773
SL_s1a-005_R1000.txt,SL,2662,333,1544
SL_s1a-006_R1000.txt,SL,2704,411,1405
SL_s1a-007_R1000.txt,SL,3175,458,1914
SL_s1a-008_R1000.txt,SL,2540,364,1570
SL_s1a-009_R1000.txt,SL,2397,381,1427
SL_s1a-010_R1000.txt,SL,2232,334,1300
SL_s1a-011_R1000.txt,SL,2192,348,1210
SL_s1a-012_R1000.txt,SL,2544,403,1483
SL_s1a-013_R1000.txt,SL,2310,355,1426
SL_s1a-014_R1000.txt,SL,2487,348,1208
SL_s1a-015_R1000.txt,SL,2238,325,1327
SL_s1a-016_R1000.txt,SL,2770,460,1581
SL_s1a-017_R1000.txt,SL,2361,413,1421
SL_s1a-018_R1000.txt,SL,2300,309,1274
SL_s1a-019_R1000.txt,SL,2961,503,1610
SL_s1a-020_R1000.txt,SL,2389,358,1356
SL_s1a-021_R1000.txt,SL,2503,417,1522
SL_s1a-022_R1000.txt,SL,2831,444,1851
SL_s1a-023_R1000.txt,SL,2369,310,1406
SL_s1a-024_R1000.txt,SL,2388,394,1344
SL_s1a-025_R1000.txt,SL,2288,300,1400
SL_s1a-026_R1000.txt,SL,2612,417,1527
SL_s1a-027_R1000.txt,SL,2543,422,1409
SL_s1a-028_R1000.txt,SL,2384,334,1381
SL_s1a-029_R1000.txt,SL,2363,304,1245
SL_s1a-030_R1000.txt,SL,2308,294,1089
SL_s1a-031_R1000.txt,SL,2286,309,1207
SL_s1a-032_R1000.txt,SL,2241,313,1228
SL_s1a-033_R1000.txt,SL,2183,274,1237
SL_s1a-034_R1000.txt,SL,2343,295,1368
SL_s1a-035_R1000.txt,SL,2571,365,1539
SL_s1a-036_R1000.txt,SL,2665,369,1515
SL_s1a-037_R1000.txt,SL,2262,345,1300
SL_s1a-038_R1000.txt,SL,2304,347,1407
SL_s1a-039_R1000.txt,SL,2285,295,1267
SL_s1a-040_R1000.txt,SL,2393,338,1443
SL_s1a-041_R1000.txt,SL,2220,340,1339
SL_s1a-042_R1000.txt,SL,2322,350,1281
SL_s1a-043_R1000.txt,SL,2290,298,1255
SL_s1a-044_R1000.txt,SL,2438,378,1496
SL_s1a-045_R1000.txt,SL,2500,406,1460
SL_s1a-046_R1000.txt,SL,2377,325,1311
SL_s1a-047_R1000.txt,SL,2303,309,1296
SL_s1a-048_R1000.txt,SL,2577,356,1377
SL_s1a-049_R1000.txt,SL,2770,388,1264
SL_s1a-050_R1000.txt,SL,2332,341,1315
SL_s1a-051_R1000.txt,SL,2310,334,1245
